Observation type,Sum,HOLC Polygon
iNaturalist,179,FL_St. Petersburg_D1_D_1597_Aves_all_observations
other,0,FL_St. Petersburg_D1_D_1597_Aves_all_observations
ebird,597,FL_St. Petersburg_D10_D_1598_Aves_all_observations
iNaturalist,4,FL_St. Petersburg_D10_D_1598_Aves_all_observations
other,0,FL_St. Petersburg_D10_D_1598_Aves_all_observations
ebird,129,FL_St. Petersburg_D11_D_1599_Aves_all_observations
other,0,FL_St. Petersburg_D11_D_1599_Aves_all_observations
iNaturalist,0,FL_St. Petersburg_D11_D_1599_Aves_all_observations
iNaturalist,1,FL_St. Petersburg_D12_D_1600_Aves_all_observations
other,0,FL_St. Petersburg_D12_D_1600_Aves_all_observations
ebird,0,FL_St. Petersburg_D12_D_1600_Aves_all_observations
ebird,6,FL_St. Petersburg_D12_D_1601_Aves_all_observations
iNaturalist,4,FL_St. Petersburg_D12_D_1601_Aves_all_observations
other,0,FL_St. Petersburg_D12_D_1601_Aves_all_observations
ebird,1199,FL_St. Petersburg_D13_D_1602_Aves_all_observations
iNaturalist,19,FL_St. Petersburg_D13_D_1602_Aves_all_observations
other,0,FL_St. Petersburg_D13_D_1602_Aves_all_observations
ebird,119,FL_St. Petersburg_D14_D_1603_Aves_all_observations
iNaturalist,12,FL_St. Petersburg_D14_D_1603_Aves_all_observations
other,0,FL_St. Petersburg_D14_D_1603_Aves_all_observations
ebird,190,FL_St. Petersburg_D2_D_1604_Aves_all_observations
iNaturalist,1,FL_St. Petersburg_D2_D_1604_Aves_all_observations
other,0,FL_St. Petersburg_D2_D_1604_Aves_all_observations
ebird,44,FL_St. Petersburg_D3_D_1605_Aves_all_observations
other,0,FL_St. Petersburg_D3_D_1605_Aves_all_observations
iNaturalist,0,FL_St. Petersburg_D3_D_1605_Aves_all_observations
ebird,122,FL_St. Petersburg_D4_D_1606_Aves_all_observations
iNaturalist,8,FL_St. Petersburg_D4_D_1606_Aves_all_observations
other,0,FL_St. Petersburg_D4_D_1606_Aves_all_observations
ebird,793,FL_St. Petersburg_D5_D_1607_Aves_all_observations
iNaturalist,3,FL_St. Petersburg_D5_D_1607_Aves_all_observations
other,0,FL_St. Petersburg_D5_D_1607_Aves_all_observations
iNaturalist,1,FL_St. Petersburg_D6_D_1608_Aves_all_observations
other,0,FL_St. Petersburg_D6_D_1608_Aves_all_observations
ebird,0,FL_St. Petersburg_D6_D_1608_Aves_all_observations
ebird,1,FL_St. Petersburg_D7_D_1609_Aves_all_observations
iNaturalist,2,FL_St. Petersburg_D7_D_1609_Aves_all_observations
other,0,FL_St. Petersburg_D7_D_1609_Aves_all_observations
ebird,459,FL_St. Petersburg_D7_D_1610_Aves_all_observations
iNaturalist,11,FL_St. Petersburg_D7_D_1610_Aves_all_observations
other,0,FL_St. Petersburg_D7_D_1610_Aves_all_observations
ebird,7154,FL_St. Petersburg_D8_D_1611_Aves_all_observations
iNaturalist,6,FL_St. Petersburg_D8_D_1611_Aves_all_observations
other,0,FL_St. Petersburg_D8_D_1611_Aves_all_observations
ebird,167,FL_St. Petersburg_D9_D_1612_Aves_all_observations
iNaturalist,17,FL_St. Petersburg_D9_D_1612_Aves_all_observations
other,0,FL_St. Petersburg_D9_D_1612_Aves_all_observations
ebird,1564,FL_Tampa_A1_A_1613_Aves_all_observations
iNaturalist,1,FL_Tampa_A1_A_1613_Aves_all_observations
other,0,FL_Tampa_A1_A_1613_Aves_all_observations
ebird,70,FL_Tampa_A2_A_1614_Aves_all_observations
iNaturalist,1,FL_Tampa_A2_A_1614_Aves_all_observations
other,0,FL_Tampa_A2_A_1614_Aves_all_observations
ebird,183,FL_Tampa_A3_A_1615_Aves_all_observations
iNaturalist,1,FL_Tampa_A3_A_1615_Aves_all_observations
other,0,FL_Tampa_A3_A_1615_Aves_all_observations
ebird,147,FL_Tampa_A3_A_1616_Aves_all_observations
iNaturalist,16,FL_Tampa_A3_A_1616_Aves_all_observations
other,0,FL_Tampa_A3_A_1616_Aves_all_observations
ebird,145,FL_Tampa_A4_A_1617_Aves_all_observations
iNaturalist,41,FL_Tampa_A4_A_1617_Aves_all_observations
other,0,FL_Tampa_A4_A_1617_Aves_all_observations
ebird,1295,FL_Tampa_B1_B_1618_Aves_all_observations
iNaturalist,16,FL_Tampa_B1_B_1618_Aves_all_observations
other,0,FL_Tampa_B1_B_1618_Aves_all_observations
iNaturalist,2,FL_Tampa_B2_B_1619_Aves_all_observations
other,0,FL_Tampa_B2_B_1619_Aves_all_observations
ebird,0,FL_Tampa_B2_B_1619_Aves_all_observations
ebird,291,FL_Tampa_B3_B_1620_Aves_all_observations
iNaturalist,5,FL_Tampa_B3_B_1620_Aves_all_observations
other,0,FL_Tampa_B3_B_1620_Aves_all_observations
ebird,193,FL_Tampa_B4_B_1621_Aves_all_observations
iNaturalist,3,FL_Tampa_B4_B_1621_Aves_all_observations
other,1,FL_Tampa_B4_B_1621_Aves_all_observations
ebird,12,FL_Tampa_B5_B_1622_Aves_all_observations
other,0,FL_Tampa_B5_B_1622_Aves_all_observations
iNaturalist,0,FL_Tampa_B5_B_1622_Aves_all_observations
iNaturalist,2,FL_Tampa_C1_C_1623_Aves_all_observations
other,0,FL_Tampa_C1_C_1623_Aves_all_observations
ebird,0,FL_Tampa_C1_C_1623_Aves_all_observations
ebird,50,FL_Tampa_C2_C_1624_Aves_all_observations
iNaturalist,2,FL_Tampa_C2_C_1624_Aves_all_observations
other,0,FL_Tampa_C2_C_1624_Aves_all_observations
ebird,222,FL_Tampa_C3_C_1625_Aves_all_observations
iNaturalist,7,FL_Tampa_C3_C_1625_Aves_all_observations
other,1,FL_Tampa_C3_C_1625_Aves_all_observations
ebird,90,FL_Tampa_C4_C_1626_Aves_all_observations
iNaturalist,3,FL_Tampa_C4_C_1626_Aves_all_observations
other,0,FL_Tampa_C4_C_1626_Aves_all_observations
ebird,170,FL_Tampa_C5_C_1627_Aves_all_observations
iNaturalist,8,FL_Tampa_C5_C_1627_Aves_all_observations
other,0,FL_Tampa_C5_C_1627_Aves_all_observations
ebird,32,FL_Tampa_C6_C_1628_Aves_all_observations
iNaturalist,1,FL_Tampa_C6_C_1628_Aves_all_observations
other,0,FL_Tampa_C6_C_1628_Aves_all_observations
ebird,3,FL_Tampa_C7_C_1629_Aves_all_observations
other,0,FL_Tampa_C7_C_1629_Aves_all_observations
iNaturalist,0,FL_Tampa_C7_C_1629_Aves_all_observations
ebird,1056,FL_Tampa_C8_C_1630_Aves_all_observations
iNaturalist,2,FL_Tampa_C8_C_1630_Aves_all_observations
other,0,FL_Tampa_C8_C_1630_Aves_all_observations
ebird,45,FL_Tampa_C9_C_1631_Aves_all_observations
iNaturalist,2,FL_Tampa_C9_C_1631_Aves_all_observations
other,0,FL_Tampa_C9_C_1631_Aves_all_observations
ebird,603,FL_Tampa_D1_D_1632_Aves_all_observations
iNaturalist,1,FL_Tampa_D1_D_1632_Aves_all_observations
other,0,FL_Tampa_D1_D_1632_Aves_all_observations
ebird,415,FL_Tampa_D2_D_1633_Aves_all_observations
iNaturalist,22,FL_Tampa_D2_D_1633_Aves_all_observations
other,0,FL_Tampa_D2_D_1633_Aves_all_observations
ebird,1912,FL_Tampa_D3_D_1634_Aves_all_observations
iNaturalist,3,FL_Tampa_D3_D_1634_Aves_all_observations
other,0,FL_Tampa_D3_D_1634_Aves_all_observations
ebird,32,FL_Tampa_D4_D_1635_Aves_all_observations
iNaturalist,10,FL_Tampa_D4_D_1635_Aves_all_observations
other,7,FL_Tampa_D4_D_1635_Aves_all_observations
ebird,218,FL_Tampa_D5_D_1636_Aves_all_observations
iNaturalist,10,FL_Tampa_D5_D_1636_Aves_all_observations
other,0,FL_Tampa_D5_D_1636_Aves_all_observations
ebird,52,FL_Tampa_D6_D_1637_Aves_all_observations
other,0,FL_Tampa_D6_D_1637_Aves_all_observations
iNaturalist,0,FL_Tampa_D6_D_1637_Aves_all_observations
ebird,264,GA_Atlanta_A1_A_1638_Aves_all_observations
iNaturalist,2,GA_Atlanta_A1_A_1638_Aves_all_observations
other,0,GA_Atlanta_A1_A_1638_Aves_all_observations
ebird,2778,GA_Atlanta_A1_A_1639_Aves_all_observations
iNaturalist,14,GA_Atlanta_A1_A_1639_Aves_all_observations
other,0,GA_Atlanta_A1_A_1639_Aves_all_observations
ebird,276,GA_Atlanta_A2_A_1640_Aves_all_observations
iNaturalist,3,GA_Atlanta_A2_A_1640_Aves_all_observations
other,0,GA_Atlanta_A2_A_1640_Aves_all_observations
ebird,84,GA_Atlanta_A3_A_1641_Aves_all_observations
other,0,GA_Atlanta_A3_A_1641_Aves_all_observations
iNaturalist,0,GA_Atlanta_A3_A_1641_Aves_all_observations
ebird,11,GA_Atlanta_A4_A_1642_Aves_all_observations
other,0,GA_Atlanta_A4_A_1642_Aves_all_observations
iNaturalist,0,GA_Atlanta_A4_A_1642_Aves_all_observations
ebird,17,GA_Atlanta_A5_A_1643_Aves_all_observations
other,0,GA_Atlanta_A5_A_1643_Aves_all_observations
iNaturalist,0,GA_Atlanta_A5_A_1643_Aves_all_observations
ebird,28,GA_Atlanta_A6_A_1644_Aves_all_observations
iNaturalist,2,GA_Atlanta_A6_A_1644_Aves_all_observations
other,0,GA_Atlanta_A6_A_1644_Aves_all_observations
ebird,360,GA_Atlanta_A7_A_1645_Aves_all_observations
other,0,GA_Atlanta_A7_A_1645_Aves_all_observations
iNaturalist,0,GA_Atlanta_A7_A_1645_Aves_all_observations
ebird,55,GA_Atlanta_A8_A_1646_Aves_all_observations
other,0,GA_Atlanta_A8_A_1646_Aves_all_observations
iNaturalist,0,GA_Atlanta_A8_A_1646_Aves_all_observations
ebird,70,GA_Atlanta_A9_A_1647_Aves_all_observations
iNaturalist,1,GA_Atlanta_A9_A_1647_Aves_all_observations
other,0,GA_Atlanta_A9_A_1647_Aves_all_observations
other,0,GA_Atlanta_B1_B_1648_Aves_all_observations
iNaturalist,0,GA_Atlanta_B1_B_1648_Aves_all_observations
ebird,0,GA_Atlanta_B1_B_1648_Aves_all_observations
ebird,13,GA_Atlanta_B1_B_1649_Aves_all_observations
other,0,GA_Atlanta_B1_B_1649_Aves_all_observations
iNaturalist,0,GA_Atlanta_B1_B_1649_Aves_all_observations
ebird,301,GA_Atlanta_B10_B_1650_Aves_all_observations
other,0,GA_Atlanta_B10_B_1650_Aves_all_observations
iNaturalist,0,GA_Atlanta_B10_B_1650_Aves_all_observations
ebird,30,GA_Atlanta_B11_B_1651_Aves_all_observations
iNaturalist,1,GA_Atlanta_B11_B_1651_Aves_all_observations
other,0,GA_Atlanta_B11_B_1651_Aves_all_observations
ebird,4560,GA_Atlanta_B12_B_1652_Aves_all_observations
iNaturalist,5,GA_Atlanta_B12_B_1652_Aves_all_observations
other,0,GA_Atlanta_B12_B_1652_Aves_all_observations
ebird,7788,GA_Atlanta_B13_B_1653_Aves_all_observations
iNaturalist,90,GA_Atlanta_B13_B_1653_Aves_all_observations
other,0,GA_Atlanta_B13_B_1653_Aves_all_observations
ebird,6278,GA_Atlanta_B14_B_1654_Aves_all_observations
iNaturalist,44,GA_Atlanta_B14_B_1654_Aves_all_observations
other,0,GA_Atlanta_B14_B_1654_Aves_all_observations
ebird,185,GA_Atlanta_B15_B_1655_Aves_all_observations
iNaturalist,2,GA_Atlanta_B15_B_1655_Aves_all_observations
other,0,GA_Atlanta_B15_B_1655_Aves_all_observations
ebird,4050,GA_Atlanta_B16_B_1656_Aves_all_observations
iNaturalist,15,GA_Atlanta_B16_B_1656_Aves_all_observations
other,0,GA_Atlanta_B16_B_1656_Aves_all_observations
ebird,669,GA_Atlanta_B17_B_1657_Aves_all_observations
other,0,GA_Atlanta_B17_B_1657_Aves_all_observations
iNaturalist,0,GA_Atlanta_B17_B_1657_Aves_all_observations
ebird,262,GA_Atlanta_B18_B_1658_Aves_all_observations
iNaturalist,1,GA_Atlanta_B18_B_1658_Aves_all_observations
other,0,GA_Atlanta_B18_B_1658_Aves_all_observations
ebird,1145,GA_Atlanta_B19_B_1659_Aves_all_observations
other,0,GA_Atlanta_B19_B_1659_Aves_all_observations
iNaturalist,0,GA_Atlanta_B19_B_1659_Aves_all_observations
ebird,818,GA_Atlanta_B2_B_1660_Aves_all_observations
other,0,GA_Atlanta_B2_B_1660_Aves_all_observations
iNaturalist,0,GA_Atlanta_B2_B_1660_Aves_all_observations
ebird,63,GA_Atlanta_B20_B_1661_Aves_all_observations
iNaturalist,4,GA_Atlanta_B20_B_1661_Aves_all_observations
other,0,GA_Atlanta_B20_B_1661_Aves_all_observations
ebird,26,GA_Atlanta_B21_B_1662_Aves_all_observations
other,0,GA_Atlanta_B21_B_1662_Aves_all_observations
iNaturalist,0,GA_Atlanta_B21_B_1662_Aves_all_observations
ebird,478,GA_Atlanta_B23_B_1664_Aves_all_observations
other,0,GA_Atlanta_B23_B_1664_Aves_all_observations
iNaturalist,0,GA_Atlanta_B23_B_1664_Aves_all_observations
ebird,12,GA_Atlanta_B24_B_1665_Aves_all_observations
other,0,GA_Atlanta_B24_B_1665_Aves_all_observations
iNaturalist,0,GA_Atlanta_B24_B_1665_Aves_all_observations
ebird,1,GA_Atlanta_B25_B_1666_Aves_all_observations
other,0,GA_Atlanta_B25_B_1666_Aves_all_observations
iNaturalist,0,GA_Atlanta_B25_B_1666_Aves_all_observations
ebird,72,GA_Atlanta_B26_B_1667_Aves_all_observations
iNaturalist,7,GA_Atlanta_B26_B_1667_Aves_all_observations
other,0,GA_Atlanta_B26_B_1667_Aves_all_observations
ebird,413,GA_Atlanta_B27_B_1668_Aves_all_observations
other,0,GA_Atlanta_B27_B_1668_Aves_all_observations
iNaturalist,0,GA_Atlanta_B27_B_1668_Aves_all_observations
ebird,5,GA_Atlanta_B28_B_1669_Aves_all_observations
iNaturalist,1,GA_Atlanta_B28_B_1669_Aves_all_observations
other,0,GA_Atlanta_B28_B_1669_Aves_all_observations
ebird,610,GA_Atlanta_B3_B_1670_Aves_all_observations
iNaturalist,26,GA_Atlanta_B3_B_1670_Aves_all_observations
other,0,GA_Atlanta_B3_B_1670_Aves_all_observations
ebird,426,GA_Atlanta_B4_B_1671_Aves_all_observations
iNaturalist,11,GA_Atlanta_B4_B_1671_Aves_all_observations
other,0,GA_Atlanta_B4_B_1671_Aves_all_observations
ebird,37,GA_Atlanta_B5_B_1672_Aves_all_observations
other,0,GA_Atlanta_B5_B_1672_Aves_all_observations
iNaturalist,0,GA_Atlanta_B5_B_1672_Aves_all_observations
ebird,997,GA_Atlanta_B5_B_1673_Aves_all_observations
iNaturalist,22,GA_Atlanta_B5_B_1673_Aves_all_observations
other,0,GA_Atlanta_B5_B_1673_Aves_all_observations
ebird,362,GA_Atlanta_B6_B_1674_Aves_all_observations
other,0,GA_Atlanta_B6_B_1674_Aves_all_observations
iNaturalist,0,GA_Atlanta_B6_B_1674_Aves_all_observations
ebird,29,GA_Atlanta_B7_B_1675_Aves_all_observations
other,0,GA_Atlanta_B7_B_1675_Aves_all_observations
iNaturalist,0,GA_Atlanta_B7_B_1675_Aves_all_observations
ebird,379,GA_Atlanta_B8_B_1676_Aves_all_observations
iNaturalist,9,GA_Atlanta_B8_B_1676_Aves_all_observations
other,0,GA_Atlanta_B8_B_1676_Aves_all_observations
ebird,29,GA_Atlanta_B9_B_1677_Aves_all_observations
iNaturalist,19,GA_Atlanta_B9_B_1677_Aves_all_observations
other,0,GA_Atlanta_B9_B_1677_Aves_all_observations
ebird,1422,GA_Atlanta_C1_C_1678_Aves_all_observations
iNaturalist,1,GA_Atlanta_C1_C_1678_Aves_all_observations
other,0,GA_Atlanta_C1_C_1678_Aves_all_observations
ebird,75,GA_Atlanta_C1_C_1679_Aves_all_observations
iNaturalist,2,GA_Atlanta_C1_C_1679_Aves_all_observations
other,0,GA_Atlanta_C1_C_1679_Aves_all_observations
ebird,133,GA_Atlanta_C10_C_1680_Aves_all_observations
iNaturalist,16,GA_Atlanta_C10_C_1680_Aves_all_observations
other,0,GA_Atlanta_C10_C_1680_Aves_all_observations
ebird,180,GA_Atlanta_C11_C_1681_Aves_all_observations
other,0,GA_Atlanta_C11_C_1681_Aves_all_observations
iNaturalist,0,GA_Atlanta_C11_C_1681_Aves_all_observations
ebird,1021,GA_Atlanta_C12_C_1682_Aves_all_observations
iNaturalist,1,GA_Atlanta_C12_C_1682_Aves_all_observations
other,0,GA_Atlanta_C12_C_1682_Aves_all_observations
ebird,358,GA_Atlanta_C13_C_1683_Aves_all_observations
iNaturalist,1,GA_Atlanta_C13_C_1683_Aves_all_observations
other,0,GA_Atlanta_C13_C_1683_Aves_all_observations
ebird,3285,GA_Atlanta_C14_C_1684_Aves_all_observations
iNaturalist,9,GA_Atlanta_C14_C_1684_Aves_all_observations
other,0,GA_Atlanta_C14_C_1684_Aves_all_observations
ebird,1115,GA_Atlanta_C15_C_1685_Aves_all_observations
iNaturalist,8,GA_Atlanta_C15_C_1685_Aves_all_observations
other,0,GA_Atlanta_C15_C_1685_Aves_all_observations
ebird,85,GA_Atlanta_C16_C_1686_Aves_all_observations
iNaturalist,1,GA_Atlanta_C16_C_1686_Aves_all_observations
other,0,GA_Atlanta_C16_C_1686_Aves_all_observations
ebird,252,GA_Atlanta_C17_C_1687_Aves_all_observations
other,0,GA_Atlanta_C17_C_1687_Aves_all_observations
iNaturalist,0,GA_Atlanta_C17_C_1687_Aves_all_observations
ebird,2251,GA_Atlanta_C18_C_1688_Aves_all_observations
iNaturalist,4,GA_Atlanta_C18_C_1688_Aves_all_observations
other,0,GA_Atlanta_C18_C_1688_Aves_all_observations
ebird,12177,GA_Atlanta_C19_C_1689_Aves_all_observations
iNaturalist,21,GA_Atlanta_C19_C_1689_Aves_all_observations
other,0,GA_Atlanta_C19_C_1689_Aves_all_observations
ebird,812,GA_Atlanta_C2_C_1690_Aves_all_observations
iNaturalist,2,GA_Atlanta_C2_C_1690_Aves_all_observations
other,0,GA_Atlanta_C2_C_1690_Aves_all_observations
ebird,1943,GA_Atlanta_C20_C_1691_Aves_all_observations
iNaturalist,23,GA_Atlanta_C20_C_1691_Aves_all_observations
other,2,GA_Atlanta_C20_C_1691_Aves_all_observations
ebird,72,GA_Atlanta_C21_C_1692_Aves_all_observations
iNaturalist,2,GA_Atlanta_C21_C_1692_Aves_all_observations
other,0,GA_Atlanta_C21_C_1692_Aves_all_observations
ebird,171,GA_Atlanta_C22_C_1693_Aves_all_observations
iNaturalist,2,GA_Atlanta_C22_C_1693_Aves_all_observations
other,0,GA_Atlanta_C22_C_1693_Aves_all_observations
ebird,4517,GA_Atlanta_C23_C_1694_Aves_all_observations
iNaturalist,8,GA_Atlanta_C23_C_1694_Aves_all_observations
other,4,GA_Atlanta_C23_C_1694_Aves_all_observations
ebird,1453,GA_Atlanta_C24_C_1695_Aves_all_observations
iNaturalist,1,GA_Atlanta_C24_C_1695_Aves_all_observations
other,0,GA_Atlanta_C24_C_1695_Aves_all_observations
ebird,4994,GA_Atlanta_C25_C_1696_Aves_all_observations
iNaturalist,17,GA_Atlanta_C25_C_1696_Aves_all_observations
other,0,GA_Atlanta_C25_C_1696_Aves_all_observations
ebird,341,GA_Atlanta_C26_C_1697_Aves_all_observations
iNaturalist,19,GA_Atlanta_C26_C_1697_Aves_all_observations
other,0,GA_Atlanta_C26_C_1697_Aves_all_observations
ebird,306,GA_Atlanta_C27_C_1698_Aves_all_observations
other,0,GA_Atlanta_C27_C_1698_Aves_all_observations
iNaturalist,0,GA_Atlanta_C27_C_1698_Aves_all_observations
ebird,160,GA_Atlanta_C3_C_1701_Aves_all_observations
iNaturalist,4,GA_Atlanta_C3_C_1701_Aves_all_observations
other,0,GA_Atlanta_C3_C_1701_Aves_all_observations
ebird,14,GA_Atlanta_C30_C_1702_Aves_all_observations
iNaturalist,1,GA_Atlanta_C30_C_1702_Aves_all_observations
other,0,GA_Atlanta_C30_C_1702_Aves_all_observations
ebird,238,GA_Atlanta_C32_C_1705_Aves_all_observations
other,0,GA_Atlanta_C32_C_1705_Aves_all_observations
iNaturalist,0,GA_Atlanta_C32_C_1705_Aves_all_observations
ebird,458,GA_Atlanta_C33_C_1706_Aves_all_observations
other,0,GA_Atlanta_C33_C_1706_Aves_all_observations
iNaturalist,0,GA_Atlanta_C33_C_1706_Aves_all_observations
ebird,78,GA_Atlanta_C34_C_1707_Aves_all_observations
other,0,GA_Atlanta_C34_C_1707_Aves_all_observations
iNaturalist,0,GA_Atlanta_C34_C_1707_Aves_all_observations
ebird,258,GA_Atlanta_C35_C_1708_Aves_all_observations
iNaturalist,3,GA_Atlanta_C35_C_1708_Aves_all_observations
other,0,GA_Atlanta_C35_C_1708_Aves_all_observations
ebird,426,GA_Atlanta_C36_C_1709_Aves_all_observations
other,0,GA_Atlanta_C36_C_1709_Aves_all_observations
iNaturalist,0,GA_Atlanta_C36_C_1709_Aves_all_observations
ebird,409,GA_Atlanta_C37_C_1710_Aves_all_observations
other,0,GA_Atlanta_C37_C_1710_Aves_all_observations
iNaturalist,0,GA_Atlanta_C37_C_1710_Aves_all_observations
ebird,76,GA_Atlanta_C4_C_1713_Aves_all_observations
other,0,GA_Atlanta_C4_C_1713_Aves_all_observations
iNaturalist,0,GA_Atlanta_C4_C_1713_Aves_all_observations
ebird,80,GA_Atlanta_C40_C_1714_Aves_all_observations
other,0,GA_Atlanta_C40_C_1714_Aves_all_observations
iNaturalist,0,GA_Atlanta_C40_C_1714_Aves_all_observations
ebird,385,GA_Atlanta_C41_C_1715_Aves_all_observations
iNaturalist,2,GA_Atlanta_C41_C_1715_Aves_all_observations
other,0,GA_Atlanta_C41_C_1715_Aves_all_observations
ebird,1,GA_Atlanta_C42_C_1716_Aves_all_observations
other,0,GA_Atlanta_C42_C_1716_Aves_all_observations
iNaturalist,0,GA_Atlanta_C42_C_1716_Aves_all_observations
ebird,155,GA_Atlanta_C42_C_1717_Aves_all_observations
other,0,GA_Atlanta_C42_C_1717_Aves_all_observations
iNaturalist,0,GA_Atlanta_C42_C_1717_Aves_all_observations
ebird,10,GA_Atlanta_C5_C_1718_Aves_all_observations
other,0,GA_Atlanta_C5_C_1718_Aves_all_observations
iNaturalist,0,GA_Atlanta_C5_C_1718_Aves_all_observations
ebird,482,GA_Atlanta_C6_C_1719_Aves_all_observations
iNaturalist,7,GA_Atlanta_C6_C_1719_Aves_all_observations
other,0,GA_Atlanta_C6_C_1719_Aves_all_observations
ebird,259,GA_Atlanta_C7_C_1720_Aves_all_observations
iNaturalist,27,GA_Atlanta_C7_C_1720_Aves_all_observations
other,0,GA_Atlanta_C7_C_1720_Aves_all_observations
ebird,2004,GA_Atlanta_C8_C_1721_Aves_all_observations
iNaturalist,20,GA_Atlanta_C8_C_1721_Aves_all_observations
other,0,GA_Atlanta_C8_C_1721_Aves_all_observations
ebird,2535,GA_Atlanta_C9_C_1722_Aves_all_observations
iNaturalist,5,GA_Atlanta_C9_C_1722_Aves_all_observations
other,0,GA_Atlanta_C9_C_1722_Aves_all_observations
ebird,561,GA_Atlanta_D1_D_1723_Aves_all_observations
other,0,GA_Atlanta_D1_D_1723_Aves_all_observations
iNaturalist,0,GA_Atlanta_D1_D_1723_Aves_all_observations
ebird,732,GA_Atlanta_D10_D_1724_Aves_all_observations
iNaturalist,12,GA_Atlanta_D10_D_1724_Aves_all_observations
other,0,GA_Atlanta_D10_D_1724_Aves_all_observations
ebird,1839,GA_Atlanta_D11_D_1725_Aves_all_observations
iNaturalist,24,GA_Atlanta_D11_D_1725_Aves_all_observations
other,0,GA_Atlanta_D11_D_1725_Aves_all_observations
ebird,1500,GA_Atlanta_D12_D_1726_Aves_all_observations
iNaturalist,1,GA_Atlanta_D12_D_1726_Aves_all_observations
other,0,GA_Atlanta_D12_D_1726_Aves_all_observations
